,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p2_1,p2_2,p2_3,p2_4,p2_5,p2_6,p2_7,p2_8,p1_crowns,p2_crowns
2031,Elixir Golem,Executioner,Magic Archer,Night Witch,Rocket,Skeletons,The Log,Tornado,Royal Giant,Zap,Skeletons,Tornado,Executioner,Earthquake,Ice Spirit,Valkyrie,1,0
2032,Elixir Golem,Executioner,Magic Archer,Night Witch,Rocket,Skeletons,The Log,Tornado,Princess,Goblin Barrel,Bomb Tower,Knight,Ice Spirit,Skeletons,The Log,Rocket,2,0
2033,P.E.K.K.A,Magic Archer,Ram Rider,Royal Ghost,Bandit,Electro Wizard,Zap,Poison,Miner,Wall Breakers,Bomb Tower,Skeletons,Bats,The Log,Valkyrie,Magic Archer,0,1
2034,P.E.K.K.A,Ram Rider,Electro Wizard,Magic Archer,Lightning,Barbarian Barrel,Bandit,Giant Snowball,Sparky,Battle Ram,Giant Skeleton,Zap,Goblins,Fire Spirits,Mega Minion,Freeze,2,1
2035,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,Poison,Royal Ghost,Zap,Goblin Gang,Rascals,Prince,Dart Goblin,Goblin Barrel,Princess,The Log,Rocket,0,1
2036,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,Poison,Royal Ghost,Zap,Graveyard,Executioner,Tornado,Minions,Knight,Zap,Bowler,Freeze,1,0
2037,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,The Log,Royal Ghost,Zap,Magic Archer,Miner,Bats,Wall Breakers,Skeletons,Valkyrie,The Log,Bomb Tower,0,1
2038,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,The Log,Royal Ghost,Zap,Graveyard,Freeze,Barbarian Barrel,Guards,Baby Dragon,Goblin Gang,Valkyrie,Magic Archer,1,0
2039,Bandit,Battle Ram,Electro Wizard,Magic Archer,P.E.K.K.A,The Log,Royal Ghost,Zap,Golem,Night Witch,Baby Dragon,Mega Minion,Lightning,Giant Snowball,Lumberjack,Mini P.E.K.K.A,3,0
2040,Ice Golem,Musketeer,Miner,Balloon,Bomb Tower,Bats,Giant Snowball,Skeletons,Zap,Golem,Baby Dragon,Clone,Barbarians,Night Witch,Flying Machine,Lumberjack,1,3
2041,Ice Golem,Musketeer,Miner,Balloon,Bomb Tower,Bats,Giant Snowball,Skeletons,Electro Wizard,Arrows,Goblin Barrel,Prince,Earthquake,Valkyrie,Executioner,Witch,3,0
2042,Goblin Barrel,Princess,Inferno Tower,The Log,Knight,Rocket,Ice Spirit,Goblin Gang,Miner,Executioner,Night Witch,Skeletons,The Log,Tornado,Magic Archer,Rocket,0,1
2043,Ice Golem,Musketeer,Miner,Balloon,Bomb Tower,Bats,Giant Snowball,Skeletons,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons,1,0
2044,Ice Golem,Musketeer,Miner,Balloon,Bomb Tower,Bats,Giant Snowball,Skeletons,Barbarian Barrel,Giant Snowball,Electro Wizard,Bandit,Lightning,Ram Rider,P.E.K.K.A,Magic Archer,0,1
2045,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Wall Breakers,Mega Knight,Tornado,Bandit,Miner,Zap,Bats,Executioner,1,0
2046,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Lightning,Bandit,Electro Wizard,Magic Archer,Zap,Barbarian Barrel,P.E.K.K.A,Ram Rider,1,2
2047,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Barbarian Barrel,Lightning,Electro Wizard,Bandit,P.E.K.K.A,Giant Snowball,Ram Rider,Baby Dragon,1,0
2048,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Tornado,Elixir Golem,Night Witch,Executioner,Sparky,Poison,Skeletons,Electro Wizard,3,0
2049,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket,Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,2,1
2050,Balloon,Bats,Giant Snowball,Musketeer,Miner,Skeletons,Ice Golem,Bomb Tower,Electro Wizard,Minions,P.E.K.K.A,Battle Ram,Poison,Barbarian Barrel,Bandit,Zap,1,0
2051,Skeleton Army,Giant,Mini P.E.K.K.A,Musketeer,Zap,Fireball,Sparky,Minions,Elixir Golem,Executioner,Night Witch,Sparky,Magic Archer,Barbarian Barrel,Tornado,Earthquake,2,1
2052,Skeleton Army,Giant,Mini P.E.K.K.A,Musketeer,Zap,Fireball,Sparky,Minions,P.E.K.K.A,Electro Wizard,Bandit,Royal Ghost,Battle Ram,Magic Archer,Poison,Zap,2,1
2053,Skeleton Army,Giant,Mini P.E.K.K.A,Musketeer,Zap,Fireball,Sparky,Minions,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Poison,Giant Snowball,3,1
2054,Skeleton Army,Giant,Mini P.E.K.K.A,Musketeer,Zap,Fireball,Sparky,Minions,Graveyard,Giant Snowball,Ice Golem,Baby Dragon,Night Witch,Sparky,Freeze,Electro Wizard,0,1
2055,Skeleton Army,Giant,Mini P.E.K.K.A,Musketeer,Zap,Fireball,Sparky,Minions,Miner,Balloon,Valkyrie,Executioner,Ice Spirit,Skeletons,Zap,Tornado,1,0
2056,Giant Skeleton,Wizard,Skeleton Army,Knight,Hog Rider,Fireball,Tornado,The Log,Goblin Gang,Miner,Bats,Inferno Dragon,Fireball,Mega Knight,Skeleton Barrel,Zap,0,1
2057,Skeletons,Poison,Tornado,The Log,Ice Wizard,Valkyrie,Rocket,Tesla,Night Witch,Baby Dragon,Mega Minion,Princess,Flying Machine,Elixir Golem,Valkyrie,Furnace,0,1
2058,Skeletons,Poison,Tornado,The Log,Ice Wizard,Valkyrie,Rocket,Tesla,Skeleton Army,Valkyrie,Tornado,Ice Spirit,Miner,Zap,Balloon,Executioner,1,0
2059,Skeletons,Poison,Tornado,The Log,Ice Wizard,Valkyrie,Rocket,Tesla,P.E.K.K.A,Dark Prince,Electro Wizard,Bandit,Miner,Bats,Poison,Zap,0,1
2060,Skeletons,Poison,Tornado,The Log,Ice Wizard,Valkyrie,Rocket,Tesla,Mega Knight,The Log,Knight,Electro Wizard,Executioner,Poison,Goblin Barrel,Tornado,0,1
2061,P.E.K.K.A,Magic Archer,Electro Wizard,Valkyrie,Ram Rider,Poison,Lightning,Giant Snowball,Skeletons,Poison,Tornado,The Log,Ice Wizard,Valkyrie,Rocket,Tesla,0,1
2062,P.E.K.K.A,Magic Archer,Electro Wizard,Valkyrie,Ram Rider,Poison,Lightning,Giant Snowball,Guards,Graveyard,Executioner,Baby Dragon,Bowler,Freeze,Ice Wizard,Tornado,1,0
2063,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Skeletons,Baby Dragon,Valkyrie,Zap,Mega Knight,Night Witch,Witch,Poison,1,0
2064,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,2,1
2065,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Golem,Lightning,Minion Horde,Clone,Sparky,Night Witch,Rage,Arrows,2,0
2066,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Executioner,Zap,Dart Goblin,Goblin Gang,Bats,Wall Breakers,Mega Knight,Miner,1,0
2067,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Goblin Barrel,Goblin Gang,Rascals,Rocket,Valkyrie,The Log,Princess,Dart Goblin,1,0
2068,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Wall Breakers,Magic Archer,Valkyrie,Skeletons,Miner,Bomb Tower,Bats,Zap,3,0
2069,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Golem,Night Witch,Lumberjack,Baby Dragon,Mega Minion,Barbarian Barrel,Tornado,Rocket,1,0
2070,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Knight,Goblin Barrel,Inferno Tower,Rocket,Princess,Ice Spirit,Goblin Gang,The Log,2,1
2071,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Bandit,Barbarian Barrel,Inferno Dragon,Magic Archer,Ram Rider,Lumberjack,Ice Golem,Giant Snowball,0,1
2072,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Skeletons,Bats,Valkyrie,Wall Breakers,Magic Archer,Miner,Zap,Bomb Tower,2,1
2073,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Executioner,Witch,The Log,Giant Skeleton,Magic Archer,Electro Wizard,Mini P.E.K.K.A,Sparky,1,0
2074,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Baby Dragon,Rocket,Night Witch,Valkyrie,Executioner,Elixir Golem,Tornado,The Log,2,0
2075,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Golem,Night Witch,Goblin Cage,Mini P.E.K.K.A,Baby Dragon,Zap,Bomber,Tornado,1,0
2076,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Rocket,The Log,Poison,Tesla,Ice Wizard,Tornado,Valkyrie,Skeletons,3,0
2077,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Royal Giant,Goblin Gang,Mini P.E.K.K.A,Sparky,Ice Wizard,Musketeer,Earthquake,Tornado,1,0
2078,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,The Log,Skeleton Army,Arrows,Hog Rider,Wizard,Valkyrie,Balloon,Rage,1,0
2079,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Goblin Giant,Dark Prince,Mega Minion,Giant Snowball,Sparky,Hunter,Barbarian Barrel,Lightning,2,0
2080,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Rocket,Archers,Ice Golem,Royal Hogs,The Log,Magic Archer,Flying Machine,Barbarians,1,2
2081,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,P.E.K.K.A,Magic Archer,Battle Ram,Electro Wizard,Bandit,Royal Ghost,Poison,Zap,3,1
2082,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Skeletons,The Log,Tornado,Rocket,Ice Wizard,Valkyrie,Tesla,X-Bow,1,0
2083,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Bats,Tornado,Sparky,Arrows,Goblin Gang,Mega Knight,Goblin Barrel,Skeleton Barrel,1,0
2084,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Mega Knight,Miner,Balloon,Hunter,Mega Minion,Ice Golem,Zap,Bats,1,2
2085,Mini P.E.K.K.A,Tornado,Baby Dragon,Rocket,Furnace,Night Witch,Executioner,Golem,Executioner,Lightning,Tornado,The Log,Valkyrie,Royal Giant,Guards,Mini P.E.K.K.A,1,0
2086,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,Bandit,Electro Wizard,Bats,Magic Archer,Mega Knight,Miner,Wall Breakers,Zap,0,1
2087,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,Ice Golem,Graveyard,Archers,Tesla,Poison,Freeze,Bats,Skeleton Army,1,0
2088,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,Freeze,Bowler,Graveyard,Executioner,Ice Wizard,Guards,Baby Dragon,Tornado,1,0
2089,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,Valkyrie,Graveyard,Ice Wizard,Baby Dragon,Barbarian Barrel,Tornado,Poison,Tombstone,1,0
2090,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,Freeze,Balloon,Graveyard,Tesla,Valkyrie,Ice Wizard,Tornado,Rocket,1,0
2091,Tornado,Skeleton Army,Magic Archer,Valkyrie,Freeze,Executioner,Graveyard,Mega Knight,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,0,1
2092,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Executioner,Baby Dragon,Ice Wizard,Graveyard,Bowler,Tornado,Freeze,The Log,0,1
2093,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,P.E.K.K.A,Graveyard,Tornado,Zap,Executioner,Ice Spirit,Dark Prince,Poison,0,1
2094,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,1,0
2095,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Skeletons,Tesla,Fireball,Valkyrie,Tornado,X-Bow,The Log,Magic Archer,1,0
2096,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Magic Archer,Executioner,Night Witch,Elixir Golem,Skeletons,The Log,Tornado,Rocket,1,0
2097,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Mega Minion,Tornado,Balloon,Freeze,Valkyrie,Lumberjack,Ice Wizard,Zap,1,0
2098,Goblins,Executioner,Graveyard,Valkyrie,Baby Dragon,Poison,Freeze,Tornado,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,1,0
2099,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,Hog Rider,Magic Archer,Giant Skeleton,Ice Wizard,Earthquake,Tornado,Goblins,Bomb Tower,1,0
2100,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,Mini P.E.K.K.A,Musketeer,Ice Golem,Rage,Ice Spirit,The Log,Balloon,Skeletons,3,0
2101,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,Skeletons,Bats,Valkyrie,Magic Archer,The Log,Bomb Tower,Miner,Wall Breakers,1,0
2102,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,Ice Spirit,The Log,Archers,Knight,Skeletons,Tesla,X-Bow,Fireball,0,1
2103,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,Zap,Minions,Mega Knight,Ice Golem,Baby Dragon,Lightning,Knight,Ram Rider,1,0
2104,P.E.K.K.A,Battle Ram,Dark Prince,Minions,Musketeer,Bandit,Lightning,The Log,P.E.K.K.A,Bandit,Musketeer,Poison,Battle Ram,Dark Prince,Electro Wizard,Zap,1,0
2105,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,The Log,Tornado,Elixir Golem,Poison,Electro Wizard,Night Witch,Executioner,Sparky,3,0
2106,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Lava Hound,Mini P.E.K.K.A,Mega Minion,Baby Dragon,Zap,Tornado,Fireball,Night Witch,2,1
2107,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Goblins,Sparky,Electro Wizard,Executioner,Night Witch,Elixir Golem,Poison,Tornado,0,3
2108,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Skeletons,Executioner,Elixir Golem,Night Witch,The Log,Magic Archer,Rocket,Tornado,1,0
2109,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Poison,Baby Dragon,Tombstone,Barbarian Barrel,Graveyard,Tornado,Cannon Cart,Ice Wizard,1,0
2110,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Ram Rider,Mini P.E.K.K.A,Rage,Executioner,Baby Dragon,Hog Rider,Minion Horde,Bats,2,1
2111,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Executioner,Poison,Night Witch,Skeletons,Sparky,Elixir Golem,Tornado,Barbarian Barrel,2,0
2112,Knight,Graveyard,Baby Dragon,Mega Minion,Electro Wizard,Furnace,Barbarian Barrel,Poison,Elixir Golem,Ice Wizard,Baby Dragon,Night Witch,Tornado,Lightning,The Log,Skeletons,1,0
2113,Baby Dragon,Inferno Dragon,Miner,Mega Minion,Guards,Poison,Lava Hound,Barbarian Barrel,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado,1,0
2114,Baby Dragon,Inferno Dragon,Miner,Mega Minion,Guards,Poison,Lava Hound,Barbarian Barrel,Elixir Golem,Sparky,The Log,Executioner,Tornado,Poison,Electro Wizard,Lumberjack,1,0
2115,Baby Dragon,Inferno Dragon,Miner,Mega Minion,Guards,Poison,Lava Hound,Barbarian Barrel,Tornado,Freeze,Baby Dragon,Executioner,Ice Wizard,Bowler,Graveyard,Skeletons,1,0
2116,Baby Dragon,Inferno Dragon,Miner,Mega Minion,Guards,Poison,Lava Hound,Barbarian Barrel,Lightning,Zap,Baby Dragon,Mega Minion,Mini P.E.K.K.A,Tornado,Golem,Night Witch,2,1
2117,Baby Dragon,Inferno Dragon,Miner,Mega Minion,Guards,Poison,Lava Hound,Barbarian Barrel,Rascals,Goblin Gang,Dart Goblin,Rocket,Prince,Goblin Barrel,The Log,Princess,2,0
2118,Zap,Miner,Goblin Gang,Battle Ram,Ice Golem,Three Musketeers,Minion Horde,Elixir Collector,Miner,Giant Snowball,Poison,Valkyrie,Mega Knight,Bats,Bomb Tower,Wall Breakers,1,2
2119,Zap,Miner,Goblin Gang,Battle Ram,Ice Golem,Three Musketeers,Minion Horde,Elixir Collector,Zap,Minions,Dark Prince,P.E.K.K.A,Poison,Battle Ram,Electro Wizard,Barbarian Barrel,0,2
2120,Zap,Miner,Goblin Gang,Battle Ram,Ice Golem,Three Musketeers,Minion Horde,Elixir Collector,Mega Knight,Wizard,Fisherman,Miner,Rage,Lumberjack,Balloon,Clone,3,0
2121,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Lightning,Electro Dragon,Golem,Night Witch,Tornado,Ice Wizard,Tombstone,The Log,1,2
2122,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Minions,Goblin Gang,Valkyrie,P.E.K.K.A,Inferno Dragon,Zap,Electro Wizard,Magic Archer,1,0
2123,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Zap,Skeletons,Ice Spirit,Valkyrie,Balloon,Executioner,Miner,Tornado,3,0
2124,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Ice Spirit,Bandit,Dart Goblin,Zap,Bats,Lumberjack,Poison,Baby Dragon,1,0
2125,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Lava Hound,Baby Dragon,Bats,Skeleton Army,Giant Snowball,Clone,Lumberjack,Flying Machine,1,2
2126,Goblin Barrel,Goblin Gang,Rascals,Archers,Prince,Princess,The Log,Rocket,Bats,Zap,Valkyrie,Bomb Tower,Earthquake,Archers,Barbarian Barrel,Hog Rider,0,1
2127,X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,P.E.K.K.A,Battle Ram,Bandit,Royal Ghost,Magic Archer,Electro Wizard,Poison,Zap,0,1
2128,X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,Skeletons,Ice Spirit,Three Musketeers,Knight,Archers,Elixir Collector,The Log,X-Bow,1,0
2129,X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,Valkyrie,Bats,The Log,Wall Breakers,Miner,Rocket,Furnace,Magic Archer,1,0
2130,X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,Royal Ghost,Magic Archer,Bandit,Battle Ram,P.E.K.K.A,Poison,Zap,Electro Wizard,1,0
2131,Mega Knight,Tornado,Miner,Executioner,Barbarian Barrel,Wall Breakers,Zap,Night Witch,Skeletons,Baby Dragon,Hog Rider,Bowler,Electro Wizard,Lightning,The Log,Tornado,0,3
2132,Lightning,Magic Archer,Royal Giant,Skeletons,P.E.K.K.A,Tornado,The Log,Executioner,Giant Snowball,Rocket,Barbarians,Archers,Tesla,Skeletons,Royal Giant,X-Bow,0,3
2133,Lightning,Magic Archer,Royal Giant,Skeletons,P.E.K.K.A,Tornado,The Log,Executioner,Bomb Tower,Magic Archer,Zap,Miner,Wall Breakers,Valkyrie,Goblin Gang,Princess,1,0
2134,Royal Hogs,Goblin Cage,Bats,Giant Snowball,Mega Knight,Magic Archer,Dark Prince,Electro Wizard,Knight,Fireball,Miner,Zap,Mortar,Bats,Minion Horde,Goblin Gang,0,1
2135,Royal Hogs,Goblin Cage,Bats,Giant Snowball,Mega Knight,Magic Archer,Dark Prince,Electro Wizard,Mini P.E.K.K.A,Skeleton Army,Spear Goblins,Bats,Zap,Giant,Poison,Wizard,3,0
2136,Royal Hogs,Goblin Cage,Bats,Giant Snowball,Mega Knight,Magic Archer,Dark Prince,Electro Wizard,Balloon,Executioner,Miner,Zap,Skeletons,Tornado,Valkyrie,Ice Spirit,0,1
2137,Royal Hogs,Goblin Cage,Bats,Giant Snowball,Mega Knight,Magic Archer,Dark Prince,Electro Wizard,Valkyrie,Ice Wizard,The Log,Tornado,X-Bow,Skeletons,Tesla,Rocket,1,0
2138,Royal Hogs,Goblin Cage,Bats,Giant Snowball,Mega Knight,Magic Archer,Dark Prince,Electro Wizard,Miner,Skeletons,Balloon,Valkyrie,Zap,Ice Spirit,Tornado,Executioner,1,0
2139,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Poison,Tornado,P.E.K.K.A,Electro Wizard,Bandit,Sparky,Executioner,Skeleton Army,Zap,Tornado,0,1
2140,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,Executioner,Valkyrie,Baby Dragon,Goblins,Graveyard,Freeze,Barbarian Barrel,Tornado,0,1
2141,Fisherman,Baby Dragon,Graveyard,Guards,Poison,Musketeer,Giant Skeleton,Giant Snowball,Goblin Barrel,Goblin Gang,The Log,Princess,Dart Goblin,Prince,Rocket,Rascals,0,1
2142,Fisherman,Baby Dragon,Graveyard,Guards,Poison,Musketeer,Giant Skeleton,Giant Snowball,Electro Wizard,Bandit,Mega Knight,Zap,Night Witch,Inferno Dragon,Royal Ghost,Princess,1,0
2143,Ice Spirit,Magic Archer,Mini P.E.K.K.A,Ice Golem,Bats,Earthquake,Hog Rider,The Log,Musketeer,Bats,Graveyard,Valkyrie,Ice Golem,The Log,Princess,Freeze,0,1
2144,Tornado,Magic Archer,Executioner,Balloon,Freeze,Valkyrie,Lumberjack,The Log,Balloon,Freeze,Goblin Cage,Graveyard,Bats,Archers,Giant Snowball,Ice Golem,0,1
2145,Tornado,Magic Archer,Executioner,Balloon,Freeze,Valkyrie,Lumberjack,The Log,Skeletons,Ice Spirit,Archers,Tesla,Knight,The Log,X-Bow,Rocket,1,0
2146,Tornado,Magic Archer,Executioner,Balloon,Freeze,Valkyrie,Lumberjack,The Log,Ice Golem,Executioner,Skeletons,Valkyrie,Freeze,Dart Goblin,Graveyard,Tornado,1,0
2147,Tornado,Magic Archer,Executioner,Balloon,Freeze,Valkyrie,Ice Wizard,The Log,X-Bow,Archers,Ice Spirit,The Log,Tesla,Ice Golem,Fireball,Skeletons,1,0
2148,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight,0,1
2149,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,Baby Dragon,P.E.K.K.A,Zap,Royal Recruits,Barbarians,Graveyard,Freeze,Flying Machine,1,0
2150,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,Sparky,Wizard,Goblin Gang,Skeleton Army,Minion Horde,Zap,Arrows,Dark Prince,1,0
2151,Cannon Cart,Mega Minion,Archers,Ice Golem,Bomb Tower,Graveyard,Freeze,Giant Snowball,Ice Spirit,Valkyrie,Furnace,Goblin Barrel,Mega Minion,P.E.K.K.A,Poison,Executioner,1,0
2152,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Elixir Golem,Goblin Gang,Miner,Bats,Sparky,Minion Horde,Spear Goblins,Zap,1,0
2153,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Graveyard,Goblin Cage,Archers,Giant Snowball,Balloon,Freeze,Ice Golem,Bats,1,0
2154,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Mega Knight,Prince,Goblin Barrel,Wizard,Bats,Zap,Tesla,Skeleton Army,1,0
2155,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,P.E.K.K.A,Electro Wizard,Poison,Battle Ram,Zap,Bandit,Minions,Royal Ghost,1,0
2156,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Night Witch,Poison,Baby Dragon,Tornado,Lumberjack,Sparky,Elixir Golem,Witch,1,0
2157,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,P.E.K.K.A,Dark Prince,Electro Wizard,Poison,Bandit,Battle Ram,Zap,Musketeer,1,0
2158,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Giant Snowball,Bats,Spear Goblins,Skeleton Barrel,Goblin Gang,Miner,Inferno Dragon,Mega Knight,1,0
2159,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Golem,Barbarian Barrel,Night Witch,Goblin Cage,Baby Dragon,Executioner,Tornado,Lightning,0,1
2160,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Bandit,Battle Ram,Dark Prince,Electro Wizard,Magic Archer,P.E.K.K.A,Poison,Zap,1,0
2161,Knight,Archers,Skeletons,Magic Archer,Tesla,Fireball,X-Bow,The Log,Balloon,Tesla,Ice Spirit,Mega Knight,Freeze,Bats,Skeleton Army,Wizard,1,0
2162,Knight,Archers,Skeletons,Fire Spirits,Tesla,Fireball,X-Bow,The Log,Bandit,Baby Dragon,Poison,Tornado,Night Witch,Graveyard,Mega Knight,Electro Wizard,1,0
